Interaction:  mu_gam_178(X)^(*)  AntiPart mu_del_178(X)  to  e_eps_85(X)  AntiPart e_eta_163(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:mu(X_1), AntiPart mu(X_2),  OffShell A(V_1), : -1/2*i*e^2*gamma_{+%\sigma_325,%eta_160,%eps_82}*gamma_{%\sigma_325,%gam_176,%del_176}*e_{j_73,%del_176}(p_4)_v*e_{i_73,%gam_176}(p_3)_u^(*)*mu_{k_71,%eps_82}(p_1)_u*mu_{l_71,%eta_160}(p_2)_v^(*)/(m_mu^2 + s_12 + 1/2*reg_prop) : 1/4*e^4*(16*m_e^2*m_mu^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_mu^2*s_34)*(m_mu^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell mu_del_93265(X)^(*)  AntiPart OffShell d_gam_106908(X)  to  mu_del_93740(X)  AntiPart OffShell d_del_93787(X)^(*) : Vertex V_1:AntiPart  OffShell d(X_2), AntiPart  OffShell d(X_4),  OffShell A(V_1), Vertex V_0: OffShell mu(X_1), mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_269994,%eta_218279,%del_93783}*gamma_{%\nu_269994,%gam_106941,%gam_106942}*d_{l_99198,%gam_106941}(p_2)_v^(*)*d_{j_99200,%gam_106942}(p_4)_v*mu_{k_99198,%del_93783}(p_1)_u*mu_{i_99200,%eta_218279}(p_3)_u^(*)/(m_mu^2 + s_11 + (-2)*s_13 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + s_11 + (-2)*s_13 + reg_prop)^(-2)
Interaction:  OffShell mu_del_93265(X)^(*)  AntiPart OffShell d_gam_106908(X)  to  OffShell mu_eta_218308(X)  AntiPart d_alpha_108697(X)^(*) : Vertex V_1:AntiPart  OffShell d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0: OffShell mu(X_1),  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_270046,%eta_218306,%del_93820}*gamma_{%\nu_270046,%gam_106990,%eps_86446}*d_{j_99211,%eps_86446}(p_4)_v*d_{l_99209,%gam_106990}(p_2)_v^(*)*mu_{k_99209,%del_93820}(p_1)_u*mu_{i_99211,%eta_218306}(p_3)_u^(*)/(s_11 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(s_11 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  OffShell mu_del_93265(X)^(*)  AntiPart OffShell d_gam_106908(X)  to  OffShell mu_eta_218308(X)  AntiPart OffShell d_eps_86477(X)^(*) : Vertex V_1:AntiPart  OffShell d(X_2), AntiPart  OffShell d(X_4),  OffShell A(V_1), Vertex V_0: OffShell mu(X_1),  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_270087,%eta_218334,%del_93871}*gamma_{%\nu_270087,%gam_107021,%del_93872}*d_{j_99218,%del_93872}(p_4)_v*d_{l_99216,%gam_107021}(p_2)_v^(*)*mu_{k_99216,%del_93871}(p_1)_u*mu_{i_99218,%eta_218334}(p_3)_u^(*)/(s_11 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(s_11 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  d_eta_218382(X)^(*)  to  AntiPart mu_alpha_108731(X)^(*)  d_beta_76177(X) : Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/6*i*e^2*gamma_{+%\nu_270215,%eta_218380,%gam_107072}*gamma_{%\nu_270215,%gam_107073,%del_93936}*d_{l_99255,%del_93936}(p_2)_u*d_{j_99257,%gam_107073}(p_4)_u^(*)*mu_{i_99257,%gam_107072}(p_3)_v*mu_{k_99255,%eta_218380}(p_1)_v^(*)/(m_mu^2 + -s_13 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  d_eta_218382(X)^(*)  to  AntiPart mu_alpha_108731(X)^(*)  OffShell d_beta_76181(X) : Vertex V_1:d(X_2),  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/6*i*e^2*gamma_{+%\nu_270254,%eta_218414,%alpha_108748}*gamma_{%\nu_270254,%gam_107117,%eta_218415}*d_{j_99264,%gam_107117}(p_4)_u^(*)*d_{l_99262,%eta_218415}(p_2)_u*mu_{k_99262,%eta_218414}(p_1)_v^(*)*mu_{i_99264,%alpha_108748}(p_3)_v/(m_mu^2 + -s_13 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  d_eta_218382(X)^(*)  to  AntiPart OffShell mu_beta_76183(X)^(*)  d_gam_107146(X) : Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_270307,%eta_218469,%eta_218470}*gamma_{%\nu_270307,%gam_107144,%eta_218471}*d_{j_99275,%gam_107144}(p_4)_u^(*)*d_{l_99273,%eta_218471}(p_2)_u*mu_{i_99275,%eta_218470}(p_3)_v*mu_{k_99273,%eta_218469}(p_1)_v^(*)/(m_mu^2 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  d_eta_218382(X)^(*)  to  AntiPart OffShell mu_beta_76183(X)^(*)  OffShell d_alpha_108788(X) : Vertex V_1:d(X_2),  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_270340,%eta_218538,%beta_76189}*gamma_{%\nu_270340,%gam_107171,%eta_218539}*d_{l_99280,%eta_218539}(p_2)_u*d_{j_99282,%gam_107171}(p_4)_u^(*)*mu_{i_99282,%beta_76189}(p_3)_v*mu_{k_99280,%eta_218538}(p_1)_v^(*)/(m_mu^2 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  OffShell d_beta_76218(X)^(*)  to  AntiPart mu_gam_107208(X)^(*)  d_del_93995(X) : Vertex V_1: OffShell d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/6*i*e^2*gamma_{+%\nu_270437,%eta_218599,%eta_218600}*gamma_{%\nu_270437,%gam_107206,%eps_86530}*d_{l_99307,%eps_86530}(p_2)_u*d_{j_99309,%gam_107206}(p_4)_u^(*)*mu_{i_99309,%eta_218600}(p_3)_v*mu_{k_99307,%eta_218599}(p_1)_v^(*)/(m_mu^2 + -s_13 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  OffShell d_beta_76218(X)^(*)  to  AntiPart mu_gam_107208(X)^(*)  OffShell d_gam_107242(X) : Vertex V_1: OffShell d(X_2),  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/6*i*e^2*gamma_{+%\nu_270478,%eta_218644,%gam_107238}*gamma_{%\nu_270478,%gam_107239,%del_94006}*d_{j_99316,%gam_107239}(p_4)_u^(*)*d_{l_99314,%del_94006}(p_2)_u*mu_{k_99314,%eta_218644}(p_1)_v^(*)*mu_{i_99316,%gam_107238}(p_3)_v/(m_mu^2 + -s_13 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  OffShell d_beta_76218(X)^(*)  to  AntiPart OffShell mu_gam_107285(X)^(*)  d_del_94035(X) : Vertex V_1: OffShell d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_270533,%eta_218671,%alpha_108830}*gamma_{%\nu_270533,%gam_107283,%del_94033}*d_{l_99325,%del_94033}(p_2)_u*d_{j_99327,%gam_107283}(p_4)_u^(*)*mu_{k_99325,%eta_218671}(p_1)_v^(*)*mu_{i_99327,%alpha_108830}(p_3)_v/(m_mu^2 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  OffShell d_beta_76218(X)^(*)  to  AntiPart OffShell mu_gam_107285(X)^(*)  OffShell d_beta_76242(X) : Vertex V_1: OffShell d(X_2),  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_270583,%eta_218698,%gam_107315}*gamma_{%\nu_270583,%gam_107316,%del_94060}*d_{j_99334,%gam_107316}(p_4)_u^(*)*d_{l_99332,%del_94060}(p_2)_u*mu_{k_99332,%eta_218698}(p_1)_v^(*)*mu_{i_99334,%gam_107315}(p_3)_v/(m_mu^2 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  AntiPart d_gam_107372(X)  to  AntiPart mu_del_94099(X)^(*)  AntiPart d_eps_86584(X)^(*) : Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/6*i*e^2*gamma_{+%\nu_270690,%eta_218736,%alpha_108883}*gamma_{%\nu_270690,%gam_107370,%del_94097}*d_{j_99365,%del_94097}(p_4)_v*d_{l_99363,%gam_107370}(p_2)_v^(*)*mu_{i_99365,%alpha_108883}(p_3)_v*mu_{k_99363,%eta_218736}(p_1)_v^(*)/(m_mu^2 + -s_13 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  AntiPart d_gam_107372(X)  to  AntiPart mu_del_94099(X)^(*)  AntiPart OffShell d_del_94128(X)^(*) : Vertex V_1:AntiPart d(X_2), AntiPart  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/6*i*e^2*gamma_{+%\nu_270739,%eta_218766,%del_94125}*gamma_{%\nu_270739,%gam_107405,%gam_107406}*d_{j_99372,%gam_107406}(p_4)_v*d_{l_99370,%gam_107405}(p_2)_v^(*)*mu_{i_99372,%del_94125}(p_3)_v*mu_{k_99370,%eta_218766}(p_1)_v^(*)/(m_mu^2 + -s_13 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  AntiPart d_gam_107372(X)  to  AntiPart OffShell mu_eta_218795(X)^(*)  AntiPart d_alpha_108918(X)^(*) : Vertex V_1:AntiPart d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_270796,%eta_218793,%del_94158}*gamma_{%\nu_270796,%gam_107454,%eps_86601}*d_{j_99383,%eps_86601}(p_4)_v*d_{l_99381,%gam_107454}(p_2)_v^(*)*mu_{k_99381,%eta_218793}(p_1)_v^(*)*mu_{i_99383,%del_94158}(p_3)_v/(m_mu^2 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  AntiPart d_gam_107372(X)  to  AntiPart OffShell mu_eta_218795(X)^(*)  AntiPart OffShell d_eps_86625(X)^(*) : Vertex V_1:AntiPart d(X_2), AntiPart  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_270839,%eta_218825,%eta_218826}*gamma_{%\nu_270839,%gam_107485,%del_94189}*d_{l_99388,%gam_107485}(p_2)_v^(*)*d_{j_99390,%del_94189}(p_4)_v*mu_{k_99388,%eta_218825}(p_1)_v^(*)*mu_{i_99390,%eta_218826}(p_3)_v/(m_mu^2 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  AntiPart OffShell d_del_94224(X)  to  AntiPart mu_eps_86641(X)^(*)  AntiPart d_eta_218882(X)^(*) : Vertex V_1:AntiPart  OffShell d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/6*i*e^2*gamma_{+%\nu_270939,%eta_218880,%beta_76284}*gamma_{%\nu_270939,%gam_107530,%gam_107531}*d_{j_99417,%gam_107531}(p_4)_v*d_{l_99415,%gam_107530}(p_2)_v^(*)*mu_{k_99415,%eta_218880}(p_1)_v^(*)*mu_{i_99417,%beta_76284}(p_3)_v/(m_mu^2 + -s_13 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  AntiPart OffShell d_del_94224(X)  to  AntiPart mu_eps_86641(X)^(*)  AntiPart OffShell d_eps_86654(X)^(*) : Vertex V_1:AntiPart  OffShell d(X_2), AntiPart  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/6*i*e^2*gamma_{+%\nu_270986,%eta_218907,%eps_86650}*gamma_{%\nu_270986,%gam_107575,%del_94239}*d_{l_99422,%gam_107575}(p_2)_v^(*)*d_{j_99424,%del_94239}(p_4)_v*mu_{k_99422,%eta_218907}(p_1)_v^(*)*mu_{i_99424,%eps_86650}(p_3)_v/(m_mu^2 + -s_13 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + -s_13 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  AntiPart OffShell d_del_94224(X)  to  AntiPart OffShell mu_alpha_108964(X)^(*)  AntiPart d_beta_76307(X)^(*) : Vertex V_1:AntiPart  OffShell d(X_2), AntiPart d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271043,%eta_218941,%eps_86681}*gamma_{%\nu_271043,%gam_107602,%eta_218942}*d_{j_99435,%eta_218942}(p_4)_v*d_{l_99433,%gam_107602}(p_2)_v^(*)*mu_{k_99433,%eta_218941}(p_1)_v^(*)*mu_{i_99435,%eps_86681}(p_3)_v/(m_mu^2 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart mu_eps_86495(X)  AntiPart OffShell d_del_94224(X)  to  AntiPart OffShell mu_alpha_108964(X)^(*)  AntiPart OffShell d_eta_218986(X)^(*) : Vertex V_1:AntiPart  OffShell d(X_2), AntiPart  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271076,%eta_218984,%alpha_108976}*gamma_{%\nu_271076,%gam_107629,%eps_86710}*d_{l_99440,%gam_107629}(p_2)_v^(*)*d_{j_99442,%eps_86710}(p_4)_v*mu_{k_99440,%eta_218984}(p_1)_v^(*)*mu_{i_99442,%alpha_108976}(p_3)_v/(m_mu^2 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart OffShell mu_beta_76321(X)  d_gam_107668(X)^(*)  to  AntiPart mu_del_94305(X)^(*)  d_eps_86751(X) : Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart  OffShell mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271166,%eta_219028,%eta_219029}*gamma_{%\nu_271166,%gam_107666,%eps_86748}*d_{l_99463,%eps_86748}(p_2)_u*d_{j_99465,%gam_107666}(p_4)_u^(*)*mu_{k_99463,%eta_219028}(p_1)_v^(*)*mu_{i_99465,%eta_219029}(p_3)_v/(m_mu^2 + s_11 + (-2)*s_13 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + s_11 + (-2)*s_13 + reg_prop)^(-2)
Interaction:  AntiPart OffShell mu_beta_76321(X)  d_gam_107668(X)^(*)  to  AntiPart mu_del_94305(X)^(*)  OffShell d_eps_86769(X) : Vertex V_1:d(X_2),  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart  OffShell mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271213,%eta_219073,%del_94322}*gamma_{%\nu_271213,%gam_107700,%gam_107701}*d_{l_99470,%gam_107701}(p_2)_u*d_{j_99472,%gam_107700}(p_4)_u^(*)*mu_{i_99472,%del_94322}(p_3)_v*mu_{k_99470,%eta_219073}(p_1)_v^(*)/(m_mu^2 + s_11 + (-2)*s_13 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + s_11 + (-2)*s_13 + reg_prop)^(-2)
Interaction:  AntiPart OffShell mu_beta_76321(X)  d_gam_107668(X)^(*)  to  AntiPart OffShell mu_eps_86771(X)^(*)  d_eta_219102(X) : Vertex V_1:d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart  OffShell mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271262,%eta_219100,%gam_107755}*gamma_{%\nu_271262,%gam_107756,%gam_107757}*d_{j_99483,%gam_107756}(p_4)_u^(*)*d_{l_99481,%gam_107757}(p_2)_u*mu_{i_99483,%gam_107755}(p_3)_v*mu_{k_99481,%eta_219100}(p_1)_v^(*)/(s_11 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(s_11 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart OffShell mu_beta_76321(X)  d_gam_107668(X)^(*)  to  AntiPart OffShell mu_eps_86771(X)^(*)  OffShell d_del_94362(X) : Vertex V_1:d(X_2),  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart  OffShell mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271295,%eta_219127,%eps_86777}*gamma_{%\nu_271295,%gam_107824,%gam_107825}*d_{l_99488,%gam_107825}(p_2)_u*d_{j_99490,%gam_107824}(p_4)_u^(*)*mu_{k_99488,%eta_219127}(p_1)_v^(*)*mu_{i_99490,%eps_86777}(p_3)_v/(s_11 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(s_11 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart OffShell mu_beta_76321(X)  OffShell d_eps_86806(X)^(*)  to  AntiPart mu_eta_219164(X)^(*)  d_alpha_109059(X) : Vertex V_1: OffShell d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart  OffShell mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271395,%eta_219162,%gam_107885}*gamma_{%\nu_271395,%gam_107886,%del_94384}*d_{l_99515,%del_94384}(p_2)_u*d_{j_99517,%gam_107886}(p_4)_u^(*)*mu_{k_99515,%eta_219162}(p_1)_v^(*)*mu_{i_99517,%gam_107885}(p_3)_v/(m_mu^2 + s_11 + (-2)*s_13 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + s_11 + (-2)*s_13 + reg_prop)^(-2)
Interaction:  AntiPart OffShell mu_beta_76321(X)  OffShell d_eps_86806(X)^(*)  to  AntiPart mu_eta_219164(X)^(*)  OffShell d_eta_219198(X) : Vertex V_1: OffShell d(X_2),  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart  OffShell mu(X_1), AntiPart mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271436,%eta_219194,%eta_219195}*gamma_{%\nu_271436,%gam_107930,%eps_86815}*d_{j_99524,%gam_107930}(p_4)_u^(*)*d_{l_99522,%eps_86815}(p_2)_u*mu_{k_99522,%eta_219194}(p_1)_v^(*)*mu_{i_99524,%eta_219195}(p_3)_v/(m_mu^2 + s_11 + (-2)*s_13 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(m_mu^2 + s_11 + (-2)*s_13 + reg_prop)^(-2)
Interaction:  AntiPart OffShell mu_beta_76321(X)  OffShell d_eps_86806(X)^(*)  to  AntiPart OffShell mu_eta_219241(X)^(*)  d_alpha_109075(X) : Vertex V_1: OffShell d(X_2), d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart  OffShell mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271485,%eta_219239,%del_94423}*gamma_{%\nu_271485,%gam_107957,%eps_86844}*d_{j_99535,%gam_107957}(p_4)_u^(*)*d_{l_99533,%eps_86844}(p_2)_u*mu_{i_99535,%del_94423}(p_3)_v*mu_{k_99533,%eta_219239}(p_1)_v^(*)/(s_11 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(s_11 + (-2)*s_13 + s_33 + reg_prop)^(-2)
Interaction:  AntiPart OffShell mu_beta_76321(X)  OffShell d_eps_86806(X)^(*)  to  AntiPart OffShell mu_eta_219241(X)^(*)  OffShell d_eps_86885(X) : Vertex V_1: OffShell d(X_2),  OffShell d(X_4),  OffShell A(V_1), Vertex V_0:AntiPart  OffShell mu(X_1), AntiPart  OffShell mu(X_3),  OffShell A(V_0), : -1/3*i*e^2*gamma_{+%\nu_271530,%eta_219271,%eta_219272}*gamma_{%\nu_271530,%gam_107984,%eps_86882}*d_{l_99540,%eps_86882}(p_2)_u*d_{j_99542,%gam_107984}(p_4)_u^(*)*mu_{k_99540,%eta_219271}(p_1)_v^(*)*mu_{i_99542,%eta_219272}(p_3)_v/(s_11 + (-2)*s_13 + s_33 + reg_prop) : 1/9*e^4*(16*m_d^2*m_mu^2 + (-8)*m_d^2*s_13 + 8*s_14*s_23 + (-8)*m_mu^2*s_24 + 8*s_12*s_34)*(s_11 + (-2)*s_13 + s_33 + reg_prop)^(-2)
