Interaction:  c_gam_178(X)^(*)  AntiPart c_del_178(X)  to  e_eps_85(X)  AntiPart e_eta_163(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:c(X_1), AntiPart c(X_2),  OffShell A(V_1), : 1/3*i*e^2*gamma_{+%\sigma_325,%eta_160,%eps_82}*gamma_{%\sigma_325,%gam_176,%del_176}*c_{l_71,%eta_160}(p_2)_v^(*)*c_{k_71,%eps_82}(p_1)_u*e_{i_73,%gam_176}(p_3)_u^(*)*e_{j_73,%del_176}(p_4)_v/(m_c^2 + s_12 + 1/2*reg_prop) : 1/9*e^4*(16*m_c^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_c^2*s_34)*(m_c^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  OffShell A_\nu_85517(X)  AntiPart A_\mu_86757(X) : Vertex V_0:AntiPart  OffShell c(X_2),  OffShell A(X_3), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_4),  OffShell c(V_1), : -4/9*i*e^2*(p_2_%\mu_86733*gamma_{+%\mu_86733,%eta_64341,%eta_64342}*gamma_{%\nu_85993,%eta_64285,%eta_64341}*gamma_{%\nu_85995,%eta_64342,%alpha_43762}*A_{i_31901,+%\nu_85993}(p_3)^(*)*A_{j_31901,+%\nu_85995}(p_4)^(*)*c_{l_31899,%eta_64285}(p_2)_v^(*)*c_{k_31899,%alpha_43762}(p_1)_u + -p_3_%\mu_86733*gamma_{+%\mu_86733,%eta_64343,%eta_64344}*gamma_{%\nu_85993,%eta_64288,%eta_64343}*gamma_{%\nu_85995,%eta_64344,%alpha_43763}*A_{i_31901,+%\nu_85993}(p_3)^(*)*A_{j_31901,+%\nu_85995}(p_4)^(*)*c_{l_31899,%eta_64288}(p_2)_v^(*)*c_{k_31899,%alpha_43763}(p_1)_u + -m_c*gamma_{%\nu_85993,%eta_64291,%eta_64345}*gamma_{%\nu_85995,%eta_64345,%alpha_43764}*A_{i_31901,+%\nu_85993}(p_3)^(*)*A_{j_31901,+%\nu_85995}(p_4)^(*)*c_{l_31899,%eta_64291}(p_2)_v^(*)*c_{k_31899,%alpha_43764}(p_1)_u)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 64/81*e^4*(s_13*s_23 + (-2)*m_c^2*s_33 + -1/2*s_12*s_33)*(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + 128/81*i*e^2*m_c*(i*e^2*m_c*(m_c^2 + -1/4*s_12)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*m_c*(s_13 + -s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 2/81*i*e^2*(i*e^2*(64*m_c^2 + (-16)*s_12)*s_22/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 64*i*e^2*m_c^2*(s_12 + -s_22)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_c^2*s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  OffShell A_\nu_85517(X)  AntiPart A_\mu_86757(X) : Vertex V_0:AntiPart  OffShell c(X_2), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1),  OffShell A(X_3),  OffShell c(V_1), : 4/9*i*e^2*(p_1_%\nu_86047*gamma_{%\nu_86049,%eta_64369,%alpha_43802}*A_{i_31901,+%\nu_86047}(p_3)^(*)*A_{j_31901,+%\nu_86049}(p_4)^(*)*c_{l_31899,%eta_64369}(p_2)_v^(*)*c_{k_31899,%alpha_43802}(p_1)_u + -1/2*p_3_%\tau_88631*gamma_{%\nu_86047,%eta_64396,%alpha_43804}*gamma_{%\nu_86049,%eta_64372,%eta_64395}*gamma_{+%\tau_88631,%eta_64395,%eta_64396}*A_{i_31901,+%\nu_86047}(p_3)^(*)*A_{j_31901,+%\nu_86049}(p_4)^(*)*c_{l_31899,%eta_64372}(p_2)_v^(*)*c_{k_31899,%alpha_43804}(p_1)_u)/(s_13 + -1/2*s_33 + -1/2*reg_prop) : 16/81*e^4*(s_13*s_23 + (-2)*m_c^2*s_33 + -1/2*s_12*s_33)*(s_13 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 32/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + 1/2*s_12)/(s_13 + -1/2*s_33 + -1/2*reg_prop) + -1/16*i*e^2*m_c^2*(16*s_13 + 8*s_23)/(s_13 + -1/2*s_33 + -1/2*reg_prop))/(s_13 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  OffShell A_\nu_85517(X)  AntiPart OffShell A_\nu_86485(X) : Vertex V_0:AntiPart  OffShell c(X_2),  OffShell A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1),  OffShell A(X_3),  OffShell c(V_1), : 4/9*i*e^2*(p_1_%\nu_86417*gamma_{%\rho_86423,%eta_65099,%alpha_44220}*A_{j_31931,+%\rho_86423}(p_4)^(*)*A_{i_31931,+%\nu_86417}(p_3)^(*)*c_{l_31929,%eta_65099}(p_2)_v^(*)*c_{k_31929,%alpha_44220}(p_1)_u + -1/2*p_3_%\nu_86419*gamma_{%\nu_86417,%eta_65126,%alpha_44222}*gamma_{+%\nu_86419,%eta_65125,%eta_65126}*gamma_{%\rho_86423,%eta_65102,%eta_65125}*A_{j_31931,+%\rho_86423}(p_4)^(*)*A_{i_31931,+%\nu_86417}(p_3)^(*)*c_{l_31929,%eta_65102}(p_2)_v^(*)*c_{k_31929,%alpha_44222}(p_1)_u)/(s_13 + -1/2*s_33 + -1/2*reg_prop) : 16/81*e^4*(s_13*s_23 + (-2)*m_c^2*s_33 + -1/2*s_12*s_33)*(s_13 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 32/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + 1/2*s_12)/(s_13 + -1/2*s_33 + -1/2*reg_prop) + -1/16*i*e^2*m_c^2*(16*s_13 + 8*s_23)/(s_13 + -1/2*s_33 + -1/2*reg_prop))/(s_13 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  OffShell A_\nu_85517(X)  AntiPart OffShell A_\nu_86485(X) : Vertex V_0:AntiPart  OffShell c(X_2),  OffShell A(X_3), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1),  OffShell A(X_4),  OffShell c(V_1), : -4/9*i*e^2*(p_2_%\mu_86926*gamma_{+%\mu_86926,%eta_65206,%eta_65207}*gamma_{%\nu_86458,%eta_65150,%eta_65206}*gamma_{%\rho_86452,%eta_65207,%alpha_44261}*A_{j_31931,+%\rho_86452}(p_4)^(*)*A_{i_31931,+%\nu_86458}(p_3)^(*)*c_{l_31929,%eta_65150}(p_2)_v^(*)*c_{k_31929,%alpha_44261}(p_1)_u + -p_3_%\mu_86926*gamma_{+%\mu_86926,%eta_65208,%eta_65209}*gamma_{%\nu_86458,%eta_65153,%eta_65208}*gamma_{%\rho_86452,%eta_65209,%alpha_44262}*A_{j_31931,+%\rho_86452}(p_4)^(*)*A_{i_31931,+%\nu_86458}(p_3)^(*)*c_{l_31929,%eta_65153}(p_2)_v^(*)*c_{k_31929,%alpha_44262}(p_1)_u + -m_c*gamma_{%\nu_86458,%eta_65156,%eta_65210}*gamma_{%\rho_86452,%eta_65210,%alpha_44263}*A_{j_31931,+%\rho_86452}(p_4)^(*)*A_{i_31931,+%\nu_86458}(p_3)^(*)*c_{l_31929,%eta_65156}(p_2)_v^(*)*c_{k_31929,%alpha_44263}(p_1)_u)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 64/81*e^4*(s_13*s_23 + (-2)*m_c^2*s_33 + -1/2*s_12*s_33)*(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + 128/81*i*e^2*m_c*(i*e^2*m_c*(m_c^2 + -1/4*s_12)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*m_c*(s_13 + -s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 2/81*i*e^2*(i*e^2*(64*m_c^2 + (-16)*s_12)*s_22/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 64*i*e^2*m_c^2*(s_12 + -s_22)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_c^2*s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  AntiPart A_\sigma_88153(X)  A_\lambda_100292(X) : Vertex V_0:AntiPart  OffShell c(X_2), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_3),  OffShell c(V_1), : 4/9*i*e^2*(p_1_%\sigma_88092*gamma_{%\lambda_100232,%eta_65927,%alpha_44688}*A_{i_31961,+%\sigma_88092}(p_3)^(*)*A_{j_31961,+%\lambda_100232}(p_4)^(*)*c_{l_31959,%eta_65927}(p_2)_v^(*)*c_{k_31959,%alpha_44688}(p_1)_u + -1/2*p_3_%\sigma_88094*gamma_{%\lambda_100232,%eta_65930,%eta_65951}*gamma_{%\sigma_88092,%eta_65952,%alpha_44690}*gamma_{+%\sigma_88094,%eta_65951,%eta_65952}*A_{i_31961,+%\sigma_88092}(p_3)^(*)*A_{j_31961,+%\lambda_100232}(p_4)^(*)*c_{l_31959,%eta_65930}(p_2)_v^(*)*c_{k_31959,%alpha_44690}(p_1)_u)/(s_13 + -1/2*reg_prop) : 16/81*e^4*s_13*s_23*(s_13 + -1/2*reg_prop)^(-2) + 32/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + 1/2*s_12)/(s_13 + -1/2*reg_prop) + -1/16*i*e^2*m_c^2*(16*s_13 + 8*s_23)/(s_13 + -1/2*reg_prop))/(s_13 + -1/2*reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  AntiPart A_\sigma_88153(X)  A_\lambda_100292(X) : Vertex V_0:AntiPart  OffShell c(X_2), A(X_3), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_4),  OffShell c(V_1), : 4/9*i*e^2*(m_c*gamma_{%\lambda_100259,%eta_66032,%alpha_44717}*gamma_{%\sigma_88126,%eta_65970,%eta_66032}*A_{i_31961,+%\sigma_88126}(p_3)^(*)*A_{j_31961,+%\lambda_100259}(p_4)^(*)*c_{l_31959,%eta_65970}(p_2)_v^(*)*c_{k_31959,%alpha_44717}(p_1)_u + -p_2_%\rho_86673*gamma_{%\lambda_100259,%eta_66034,%alpha_44720}*gamma_{+%\rho_86673,%eta_66033,%eta_66034}*gamma_{%\sigma_88126,%eta_65978,%eta_66033}*A_{i_31961,+%\sigma_88126}(p_3)^(*)*A_{j_31961,+%\lambda_100259}(p_4)^(*)*c_{l_31959,%eta_65978}(p_2)_v^(*)*c_{k_31959,%alpha_44720}(p_1)_u + p_3_%\rho_86673*gamma_{%\lambda_100259,%eta_66036,%alpha_44721}*gamma_{+%\rho_86673,%eta_66035,%eta_66036}*gamma_{%\sigma_88126,%eta_65981,%eta_66035}*A_{i_31961,+%\sigma_88126}(p_3)^(*)*A_{j_31961,+%\lambda_100259}(p_4)^(*)*c_{l_31959,%eta_65981}(p_2)_v^(*)*c_{k_31959,%alpha_44721}(p_1)_u)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) : 64/81*e^4*s_13*s_23*(m_c^2 + -s_22 + 2*s_23 + -reg_prop)^(-2) + 128/81*i*e^2*m_c*(i*e^2*m_c*(m_c^2 + -1/4*s_12)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + -i*e^2*m_c*(s_13 + -s_23)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 2/81*i*e^2*(i*e^2*(64*m_c^2 + (-16)*s_12)*s_22/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 64*i*e^2*m_c^2*(s_12 + -s_22)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_c^2*s_23)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  AntiPart A_\sigma_88153(X)  OffShell A_\nu_86789(X) : Vertex V_1:AntiPart  OffShell c(X_2),  OffShell A(X_4), AntiPart  OffShell c(V_1), Vertex V_0:c(X_1), A(X_3),  OffShell c(V_0), : 4/9*i*e^2*(p_1_%\sigma_88390*gamma_{%\rho_86843,%eta_66743,%alpha_45138}*A_{j_31991,+%\rho_86843}(p_4)^(*)*A_{i_31991,+%\sigma_88390}(p_3)^(*)*c_{l_31989,%eta_66743}(p_2)_v^(*)*c_{k_31989,%alpha_45138}(p_1)_u + -1/2*p_3_%\nu_86773*gamma_{+%\nu_86773,%eta_66769,%eta_66770}*gamma_{%\rho_86843,%eta_66746,%eta_66769}*gamma_{%\sigma_88390,%eta_66770,%alpha_45140}*A_{j_31991,+%\rho_86843}(p_4)^(*)*A_{i_31991,+%\sigma_88390}(p_3)^(*)*c_{l_31989,%eta_66746}(p_2)_v^(*)*c_{k_31989,%alpha_45140}(p_1)_u)/(s_13 + -1/2*reg_prop) : 16/81*e^4*s_13*s_23*(s_13 + -1/2*reg_prop)^(-2) + 32/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + 1/2*s_12)/(s_13 + -1/2*reg_prop) + -1/16*i*e^2*m_c^2*(16*s_13 + 8*s_23)/(s_13 + -1/2*reg_prop))/(s_13 + -1/2*reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  AntiPart A_\sigma_88153(X)  OffShell A_\nu_86789(X) : Vertex V_1:AntiPart  OffShell c(X_2), A(X_3), AntiPart  OffShell c(V_1), Vertex V_0:c(X_1),  OffShell A(X_4),  OffShell c(V_0), : 4/9*i*e^2*(m_c*gamma_{%\rho_86870,%eta_66850,%alpha_45168}*gamma_{%\sigma_88416,%eta_66788,%eta_66850}*A_{j_31991,+%\rho_86870}(p_4)^(*)*A_{i_31991,+%\sigma_88416}(p_3)^(*)*c_{l_31989,%eta_66788}(p_2)_v^(*)*c_{k_31989,%alpha_45168}(p_1)_u + -p_2_%\mu_87167*gamma_{+%\mu_87167,%eta_66851,%eta_66852}*gamma_{%\rho_86870,%eta_66852,%alpha_45171}*gamma_{%\sigma_88416,%eta_66796,%eta_66851}*A_{j_31991,+%\rho_86870}(p_4)^(*)*A_{i_31991,+%\sigma_88416}(p_3)^(*)*c_{l_31989,%eta_66796}(p_2)_v^(*)*c_{k_31989,%alpha_45171}(p_1)_u + p_3_%\mu_87167*gamma_{+%\mu_87167,%eta_66853,%eta_66854}*gamma_{%\rho_86870,%eta_66854,%alpha_45172}*gamma_{%\sigma_88416,%eta_66799,%eta_66853}*A_{j_31991,+%\rho_86870}(p_4)^(*)*A_{i_31991,+%\sigma_88416}(p_3)^(*)*c_{l_31989,%eta_66799}(p_2)_v^(*)*c_{k_31989,%alpha_45172}(p_1)_u)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) : 64/81*e^4*s_13*s_23*(m_c^2 + -s_22 + 2*s_23 + -reg_prop)^(-2) + 128/81*i*e^2*m_c*(i*e^2*m_c*(m_c^2 + -1/4*s_12)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + -i*e^2*m_c*(s_13 + -s_23)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 2/81*i*e^2*(i*e^2*(64*m_c^2 + (-16)*s_12)*s_22/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 64*i*e^2*m_c^2*(s_12 + -s_22)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_c^2*s_23)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  AntiPart A_\sigma_88153(X)  AntiPart A_\rho_87106(X) : Vertex V_0:AntiPart  OffShell c(X_2), A(X_3), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_4),  OffShell c(V_1), : -4/9*i*e^2*(p_2_%\rho_87083*gamma_{+%\rho_87083,%eta_67615,%eta_67616}*gamma_{%\sigma_88642,%eta_67559,%eta_67615}*gamma_{%\sigma_88644,%eta_67616,%alpha_45586}*A_{i_32021,+%\sigma_88642}(p_3)^(*)*A_{j_32021,+%\sigma_88644}(p_4)^(*)*c_{l_32019,%eta_67559}(p_2)_v^(*)*c_{k_32019,%alpha_45586}(p_1)_u + -p_3_%\rho_87083*gamma_{+%\rho_87083,%eta_67617,%eta_67618}*gamma_{%\sigma_88642,%eta_67562,%eta_67617}*gamma_{%\sigma_88644,%eta_67618,%alpha_45587}*A_{i_32021,+%\sigma_88642}(p_3)^(*)*A_{j_32021,+%\sigma_88644}(p_4)^(*)*c_{l_32019,%eta_67562}(p_2)_v^(*)*c_{k_32019,%alpha_45587}(p_1)_u + -m_c*gamma_{%\sigma_88642,%eta_67565,%eta_67619}*gamma_{%\sigma_88644,%eta_67619,%alpha_45588}*A_{i_32021,+%\sigma_88642}(p_3)^(*)*A_{j_32021,+%\sigma_88644}(p_4)^(*)*c_{l_32019,%eta_67565}(p_2)_v^(*)*c_{k_32019,%alpha_45588}(p_1)_u)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) : 64/81*e^4*s_13*s_23*(m_c^2 + -s_22 + 2*s_23 + -reg_prop)^(-2) + 128/81*i*e^2*m_c*(i*e^2*m_c*(m_c^2 + -1/4*s_12)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + -i*e^2*m_c*(s_13 + -s_23)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 2/81*i*e^2*(i*e^2*(64*m_c^2 + (-16)*s_12)*s_22/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 64*i*e^2*m_c^2*(s_12 + -s_22)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_c^2*s_23)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  AntiPart A_\sigma_88153(X)  AntiPart A_\rho_87106(X) : Vertex V_0:AntiPart  OffShell c(X_2), A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_3),  OffShell c(V_1), : 4/9*i*e^2*(p_1_%\sigma_88696*gamma_{%\sigma_88698,%eta_67643,%alpha_45626}*A_{i_32021,+%\sigma_88696}(p_3)^(*)*A_{j_32021,+%\sigma_88698}(p_4)^(*)*c_{l_32019,%eta_67643}(p_2)_v^(*)*c_{k_32019,%alpha_45626}(p_1)_u + -1/2*p_3_%\nu_86887*gamma_{+%\nu_86887,%eta_67669,%eta_67670}*gamma_{%\sigma_88696,%eta_67670,%alpha_45628}*gamma_{%\sigma_88698,%eta_67646,%eta_67669}*A_{i_32021,+%\sigma_88696}(p_3)^(*)*A_{j_32021,+%\sigma_88698}(p_4)^(*)*c_{l_32019,%eta_67646}(p_2)_v^(*)*c_{k_32019,%alpha_45628}(p_1)_u)/(s_13 + -1/2*reg_prop) : 16/81*e^4*s_13*s_23*(s_13 + -1/2*reg_prop)^(-2) + 32/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + 1/2*s_12)/(s_13 + -1/2*reg_prop) + -1/16*i*e^2*m_c^2*(16*s_13 + 8*s_23)/(s_13 + -1/2*reg_prop))/(s_13 + -1/2*reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  AntiPart A_\sigma_88153(X)  AntiPart OffShell A_\sigma_89141(X) : Vertex V_0:AntiPart  OffShell c(X_2), A(X_3), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1),  OffShell A(X_4),  OffShell c(V_1), : 4/9*i*e^2*(m_c*gamma_{%\lambda_100783,%eta_68443,%alpha_46054}*gamma_{%\sigma_89072,%eta_68381,%eta_68443}*A_{j_32051,+%\lambda_100783}(p_4)^(*)*A_{i_32051,+%\sigma_89072}(p_3)^(*)*c_{k_32049,%alpha_46054}(p_1)_u*c_{l_32049,%eta_68381}(p_2)_v^(*) + -p_2_%\sigma_89074*gamma_{%\lambda_100783,%eta_68445,%alpha_46057}*gamma_{%\sigma_89072,%eta_68389,%eta_68444}*gamma_{+%\sigma_89074,%eta_68444,%eta_68445}*A_{j_32051,+%\lambda_100783}(p_4)^(*)*A_{i_32051,+%\sigma_89072}(p_3)^(*)*c_{k_32049,%alpha_46057}(p_1)_u*c_{l_32049,%eta_68389}(p_2)_v^(*) + p_3_%\sigma_89074*gamma_{%\lambda_100783,%eta_68447,%alpha_46058}*gamma_{%\sigma_89072,%eta_68392,%eta_68446}*gamma_{+%\sigma_89074,%eta_68446,%eta_68447}*A_{j_32051,+%\lambda_100783}(p_4)^(*)*A_{i_32051,+%\sigma_89072}(p_3)^(*)*c_{k_32049,%alpha_46058}(p_1)_u*c_{l_32049,%eta_68392}(p_2)_v^(*))/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) : 64/81*e^4*s_13*s_23*(m_c^2 + -s_22 + 2*s_23 + -reg_prop)^(-2) + 128/81*i*e^2*m_c*(i*e^2*m_c*(m_c^2 + -1/4*s_12)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + -i*e^2*m_c*(s_13 + -s_23)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 2/81*i*e^2*(i*e^2*(64*m_c^2 + (-16)*s_12)*s_22/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 64*i*e^2*m_c^2*(s_12 + -s_22)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_c^2*s_23)/(m_c^2 + -s_22 + 2*s_23 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  AntiPart A_\sigma_88153(X)  AntiPart OffShell A_\sigma_89141(X) : Vertex V_0:AntiPart  OffShell c(X_2),  OffShell A(X_4), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_3),  OffShell c(V_1), : 4/9*i*e^2*(p_1_%\sigma_89122*gamma_{%\lambda_100810,%eta_68471,%alpha_46094}*A_{j_32051,+%\lambda_100810}(p_4)^(*)*A_{i_32051,+%\sigma_89122}(p_3)^(*)*c_{k_32049,%alpha_46094}(p_1)_u*c_{l_32049,%eta_68471}(p_2)_v^(*) + -1/2*p_3_%\rho_87274*gamma_{%\lambda_100810,%eta_68474,%eta_68495}*gamma_{+%\rho_87274,%eta_68495,%eta_68496}*gamma_{%\sigma_89122,%eta_68496,%alpha_46096}*A_{j_32051,+%\lambda_100810}(p_4)^(*)*A_{i_32051,+%\sigma_89122}(p_3)^(*)*c_{k_32049,%alpha_46096}(p_1)_u*c_{l_32049,%eta_68474}(p_2)_v^(*))/(s_13 + -1/2*reg_prop) : 16/81*e^4*s_13*s_23*(s_13 + -1/2*reg_prop)^(-2) + 32/81*i*e^2*(i*e^2*m_c^2*(m_c^2 + 1/2*s_12)/(s_13 + -1/2*reg_prop) + -1/16*i*e^2*m_c^2*(16*s_13 + 8*s_23)/(s_13 + -1/2*reg_prop))/(s_13 + -1/2*reg_prop)
Interaction:  c_alpha_35706(X)^(*)  AntiPart OffShell c_del_32062(X)  to  AntiPart OffShell A_\tau_89126(X)  A_\mu_87521(X) : Vertex V_0:AntiPart  OffShell c(X_2),  OffShell A(X_3), AntiPart  OffShell c(V_0), Vertex V_1:c(X_1), A(X_4),  OffShell c(V_1), : 4/9*i*e^2*(m_c*gamma_{%\mu_87467,%eta_69263,%alpha_46509}*gamma_{%\tau_89051,%eta_69201,%eta_69263}*A_{i_32081,+%\tau_89051}(p_3)^(*)*A_{j_32081,+%\mu_87467}(p_4)^(*)*c_{k_32079,%alpha_46509}(p_1)_u*c_{l_32079,%eta_69201}(p_2)_v^(*) + -p_2_%\tau_89053*gamma_{%\mu_87467,%eta_69265,%alpha_46512}*gamma_{%\tau_89051,%eta_69209,%eta_69264}*gamma_{+%\tau_89053,%eta_69264,%eta_69265}*A_{i_32081,+%\tau_89051}(p_3)^(*)*A_{j_32081,+%\mu_87467}(p_4)^(*)*c_{k_32079,%alpha_46512}(p_1)_u*c_{l_32079,%eta_69209}(p_2)_v^(*) + p_3_%\tau_89053*gamma_{%\mu_87467,%eta_69267,%alpha_46513}*gamma_{%\tau_89051,%eta_69212,%eta_69266}*gamma_{+%\tau_89053,%eta_69266,%eta_69267}*A_{i_32081,+%\tau_89051}(p_3)^(*)*A_{j_32081,+%\mu_87467}(p_4)^(*)*c_{k_32079,%alpha_46513}(p_1)_u*c_{l_32079,%eta_69212}(p_2)_v^(*))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 64/81*e^4*(s_13*s_23 + (-2)*m_c^2*s_33 + -1/2*s_12*s_33)*(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + 128/81*i*e^2*m_c*(i*e^2*m_c*(m_c^2 + -1/4*s_12)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*m_c*(s_13 + -s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 2/81*i*e^2*(i*e^2*(64*m_c^2 + (-16)*s_12)*s_22/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 64*i*e^2*m_c^2*(s_12 + -s_22)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_c^2*s_23)/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_c^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
