Interaction:  d_gam_189(X)^(*)  AntiPart d_del_184(X)  to  e_eps_85(X)  AntiPart e_eta_152(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:d(X_1), AntiPart d(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{%\sigma_325,%gam_186,%del_182}*gamma_{+%\sigma_325,%gam_187,%eps_82}*d_{k_71,%eps_82}(p_1)_u*d_{l_71,%gam_187}(p_2)_v^(*)*e_{i_73,%gam_186}(p_3)_u^(*)*e_{j_73,%del_182}(p_4)_v/(m_d^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_d^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_d^2*s_34)*(m_d^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart A_\nu_133637(X)  AntiPart A_\mu_94575(X) : Vertex V_0:AntiPart  OffShell d(X_1), A(X_4), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_2), A(X_3),  OffShell d(V_1), : 1/9*i*e^2*(p_2_%\mu_94555*gamma_{+%\mu_94555,%gam_158348,%gam_158349}*gamma_{%\nu_134654,%gam_158289,%gam_158348}*gamma_{%\nu_134655,%gam_158349,%del_93534}*A_{i_34977,+%\nu_134655}(p_3)^(*)*A_{j_34977,+%\nu_134654}(p_4)^(*)*d_{k_34975,%gam_158289}(p_1)_v^(*)*d_{l_34975,%del_93534}(p_2)_u + -p_3_%\mu_94555*gamma_{+%\mu_94555,%gam_158350,%gam_158351}*gamma_{%\nu_134654,%gam_158292,%gam_158350}*gamma_{%\nu_134655,%gam_158351,%del_93535}*A_{i_34977,+%\nu_134655}(p_3)^(*)*A_{j_34977,+%\nu_134654}(p_4)^(*)*d_{k_34975,%gam_158292}(p_1)_v^(*)*d_{l_34975,%del_93535}(p_2)_u + m_d*gamma_{%\nu_134654,%gam_158295,%gam_158352}*gamma_{%\nu_134655,%gam_158352,%del_93536}*A_{i_34977,+%\nu_134655}(p_3)^(*)*A_{j_34977,+%\nu_134654}(p_4)^(*)*d_{k_34975,%gam_158295}(p_1)_v^(*)*d_{l_34975,%del_93536}(p_2)_u)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) : 4/81*e^4*s_13*s_23*(m_d^2 + -s_22 + 2*s_23 + -reg_prop)^(-2) + 8/81*i*e^2*m_d*(i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) + i*e^2*m_d*(s_12 + -s_22)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) + 1/648*i*e^2*(i*e^2*(64*m_d^2 + (-16)*s_12)*s_22/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_d^2*s_23)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -reg_prop)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart A_\nu_133637(X)  AntiPart A_\mu_94575(X) : Vertex V_0:AntiPart  OffShell d(X_1), A(X_3), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_2), A(X_4),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\nu_134722,%gam_158373,%gam_158438}*gamma_{%\nu_134723,%gam_158438,%del_93617}*A_{i_34977,+%\nu_134722}(p_3)^(*)*A_{j_34977,+%\nu_134723}(p_4)^(*)*d_{k_34975,%gam_158373}(p_1)_v^(*)*d_{l_34975,%del_93617}(p_2)_u + -p_1_%\tau_106983*gamma_{%\nu_134722,%gam_158381,%gam_158439}*gamma_{%\nu_134723,%gam_158440,%del_93620}*gamma_{+%\tau_106983,%gam_158439,%gam_158440}*A_{i_34977,+%\nu_134722}(p_3)^(*)*A_{j_34977,+%\nu_134723}(p_4)^(*)*d_{k_34975,%gam_158381}(p_1)_v^(*)*d_{l_34975,%del_93620}(p_2)_u + p_3_%\tau_106983*gamma_{%\nu_134722,%gam_158384,%gam_158441}*gamma_{%\nu_134723,%gam_158442,%del_93621}*gamma_{+%\tau_106983,%gam_158441,%gam_158442}*A_{i_34977,+%\nu_134722}(p_3)^(*)*A_{j_34977,+%\nu_134723}(p_4)^(*)*d_{k_34975,%gam_158384}(p_1)_v^(*)*d_{l_34975,%del_93621}(p_2)_u)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) : -1/648*e^4*s_11*(64*m_d^2 + (-16)*s_12)*(m_d^2 + -s_11 + 2*s_13 + -reg_prop)^(-2) + -8/81*i*e^2*m_d*(i*e^2*m_d*(s_11 + -s_12)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) + -i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) + -4/81*i*e^2*(i*e^2*s_13*s_23/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) + 4*i*e^2*(m_d^2*s_13 + -1/4*s_11*s_23)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -reg_prop)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart A_\nu_133637(X)  AntiPart OffShell A_\nu_135371(X) : Vertex V_0:AntiPart  OffShell d(X_1), A(X_3), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_2),  OffShell A(X_4),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\nu_135265,%gam_159439,%gam_159504}*gamma_{%\rho_100089,%gam_159504,%del_94189}*A_{i_35005,+%\nu_135265}(p_3)^(*)*A_{j_35005,+%\rho_100089}(p_4)^(*)*d_{k_35003,%gam_159439}(p_1)_v^(*)*d_{l_35003,%del_94189}(p_2)_u + -p_1_%\nu_135266*gamma_{%\nu_135265,%gam_159447,%gam_159505}*gamma_{+%\nu_135266,%gam_159505,%gam_159506}*gamma_{%\rho_100089,%gam_159506,%del_94192}*A_{i_35005,+%\nu_135265}(p_3)^(*)*A_{j_35005,+%\rho_100089}(p_4)^(*)*d_{k_35003,%gam_159447}(p_1)_v^(*)*d_{l_35003,%del_94192}(p_2)_u + p_3_%\nu_135266*gamma_{%\nu_135265,%gam_159450,%gam_159507}*gamma_{+%\nu_135266,%gam_159507,%gam_159508}*gamma_{%\rho_100089,%gam_159508,%del_94193}*A_{i_35005,+%\nu_135265}(p_3)^(*)*A_{j_35005,+%\rho_100089}(p_4)^(*)*d_{k_35003,%gam_159450}(p_1)_v^(*)*d_{l_35003,%del_94193}(p_2)_u)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) : -1/648*e^4*s_11*(64*m_d^2 + (-16)*s_12)*(m_d^2 + -s_11 + 2*s_13 + -reg_prop)^(-2) + -8/81*i*e^2*m_d*(i*e^2*m_d*(s_11 + -s_12)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) + -i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) + -4/81*i*e^2*(i*e^2*s_13*s_23/(m_d^2 + -s_11 + 2*s_13 + -reg_prop) + 4*i*e^2*(m_d^2*s_13 + -1/4*s_11*s_23)/(m_d^2 + -s_11 + 2*s_13 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -reg_prop)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart A_\nu_133637(X)  AntiPart OffShell A_\nu_135371(X) : Vertex V_0:AntiPart  OffShell d(X_1),  OffShell A(X_4), AntiPart  OffShell d(V_0), Vertex V_1: OffShell d(X_2), A(X_3),  OffShell d(V_1), : 1/9*i*e^2*(m_d*gamma_{%\nu_135326,%gam_159594,%del_94274}*gamma_{%\rho_100115,%gam_159529,%gam_159594}*A_{i_35005,+%\nu_135326}(p_3)^(*)*A_{j_35005,+%\rho_100115}(p_4)^(*)*d_{k_35003,%gam_159529}(p_1)_v^(*)*d_{l_35003,%del_94274}(p_2)_u + p_2_%\mu_94756*gamma_{+%\mu_94756,%gam_159595,%gam_159596}*gamma_{%\nu_135326,%gam_159596,%del_94277}*gamma_{%\rho_100115,%gam_159537,%gam_159595}*A_{i_35005,+%\nu_135326}(p_3)^(*)*A_{j_35005,+%\rho_100115}(p_4)^(*)*d_{k_35003,%gam_159537}(p_1)_v^(*)*d_{l_35003,%del_94277}(p_2)_u + -p_3_%\mu_94756*gamma_{+%\mu_94756,%gam_159597,%gam_159598}*gamma_{%\nu_135326,%gam_159598,%del_94278}*gamma_{%\rho_100115,%gam_159540,%gam_159597}*A_{i_35005,+%\nu_135326}(p_3)^(*)*A_{j_35005,+%\rho_100115}(p_4)^(*)*d_{k_35003,%gam_159540}(p_1)_v^(*)*d_{l_35003,%del_94278}(p_2)_u)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) : 4/81*e^4*s_13*s_23*(m_d^2 + -s_22 + 2*s_23 + -reg_prop)^(-2) + 8/81*i*e^2*m_d*(i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) + i*e^2*m_d*(s_12 + -s_22)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) + 1/648*i*e^2*(i*e^2*(64*m_d^2 + (-16)*s_12)*s_22/(m_d^2 + -s_22 + 2*s_23 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_d^2*s_23)/(m_d^2 + -s_22 + 2*s_23 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -reg_prop)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart OffShell A_\sigma_104840(X)  A_\lambda_97040(X) : Vertex V_1:AntiPart  OffShell d(X_1), A(X_4), AntiPart  OffShell d(V_1), Vertex V_0: OffShell d(X_2),  OffShell A(X_3),  OffShell d(V_0), : 1/9*i*e^2*(m_d*gamma_{%\nu_135775,%gam_160625,%gam_160690}*gamma_{%\sigma_104769,%gam_160690,%del_94879}*A_{i_35033,+%\sigma_104769}(p_3)^(*)*A_{j_35033,+%\nu_135775}(p_4)^(*)*d_{k_35031,%gam_160625}(p_1)_v^(*)*d_{l_35031,%del_94879}(p_2)_u + p_2_%\sigma_104770*gamma_{%\nu_135775,%gam_160633,%gam_160691}*gamma_{%\sigma_104769,%gam_160692,%del_94882}*gamma_{+%\sigma_104770,%gam_160691,%gam_160692}*A_{i_35033,+%\sigma_104769}(p_3)^(*)*A_{j_35033,+%\nu_135775}(p_4)^(*)*d_{k_35031,%gam_160633}(p_1)_v^(*)*d_{l_35031,%del_94882}(p_2)_u + -p_3_%\sigma_104770*gamma_{%\nu_135775,%gam_160636,%gam_160693}*gamma_{%\sigma_104769,%gam_160694,%del_94883}*gamma_{+%\sigma_104770,%gam_160693,%gam_160694}*A_{i_35033,+%\sigma_104769}(p_3)^(*)*A_{j_35033,+%\nu_135775}(p_4)^(*)*d_{k_35031,%gam_160636}(p_1)_v^(*)*d_{l_35031,%del_94883}(p_2)_u)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 4/81*e^4*(s_13*s_23 + (-2)*m_d^2*s_33 + -1/2*s_12*s_33)*(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + 8/81*i*e^2*m_d*(i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + i*e^2*m_d*(s_12 + -s_22)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/648*i*e^2*(i*e^2*(64*m_d^2 + (-16)*s_12)*s_22/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_d^2*s_23)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart OffShell A_\sigma_104840(X)  A_\lambda_97040(X) : Vertex V_1:AntiPart  OffShell d(X_1),  OffShell A(X_3), AntiPart  OffShell d(V_1), Vertex V_0: OffShell d(X_2), A(X_4),  OffShell d(V_0), : 1/9*i*e^2*(m_d*gamma_{%\nu_135821,%gam_160780,%del_94964}*gamma_{%\sigma_104813,%gam_160715,%gam_160780}*A_{i_35033,+%\sigma_104813}(p_3)^(*)*A_{j_35033,+%\nu_135821}(p_4)^(*)*d_{k_35031,%gam_160715}(p_1)_v^(*)*d_{l_35031,%del_94964}(p_2)_u + -p_1_%\rho_100393*gamma_{%\nu_135821,%gam_160782,%del_94967}*gamma_{+%\rho_100393,%gam_160781,%gam_160782}*gamma_{%\sigma_104813,%gam_160723,%gam_160781}*A_{i_35033,+%\sigma_104813}(p_3)^(*)*A_{j_35033,+%\nu_135821}(p_4)^(*)*d_{k_35031,%gam_160723}(p_1)_v^(*)*d_{l_35031,%del_94967}(p_2)_u + p_3_%\rho_100393*gamma_{%\nu_135821,%gam_160784,%del_94968}*gamma_{+%\rho_100393,%gam_160783,%gam_160784}*gamma_{%\sigma_104813,%gam_160726,%gam_160783}*A_{i_35033,+%\sigma_104813}(p_3)^(*)*A_{j_35033,+%\nu_135821}(p_4)^(*)*d_{k_35031,%gam_160726}(p_1)_v^(*)*d_{l_35031,%del_94968}(p_2)_u)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_d^2 + (-16)*s_12)*(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_d*(i*e^2*m_d*(s_11 + -s_12)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -16/81*i*e^2*(i*e^2*(m_d^2*s_13 + -1/4*s_11*s_23)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 1/4*i*e^2*(s_13*s_23 + (-2)*m_d^2*s_33 + -1/2*s_12*s_33)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart OffShell A_\sigma_104840(X)  OffShell A_\nu_136211(X) : Vertex V_1:AntiPart  OffShell d(X_1),  OffShell A(X_4), AntiPart  OffShell d(V_1), Vertex V_0: OffShell d(X_2),  OffShell A(X_3),  OffShell d(V_0), : 1/9*i*e^2*(p_2_%\nu_136151*gamma_{+%\nu_136151,%gam_161876,%gam_161877}*gamma_{%\rho_100572,%gam_161817,%gam_161876}*gamma_{%\sigma_105197,%gam_161877,%del_95579}*A_{j_35061,+%\rho_100572}(p_4)^(*)*A_{i_35061,+%\sigma_105197}(p_3)^(*)*d_{l_35059,%del_95579}(p_2)_u*d_{k_35059,%gam_161817}(p_1)_v^(*) + -p_3_%\nu_136151*gamma_{+%\nu_136151,%gam_161878,%gam_161879}*gamma_{%\rho_100572,%gam_161820,%gam_161878}*gamma_{%\sigma_105197,%gam_161879,%del_95580}*A_{j_35061,+%\rho_100572}(p_4)^(*)*A_{i_35061,+%\sigma_105197}(p_3)^(*)*d_{l_35059,%del_95580}(p_2)_u*d_{k_35059,%gam_161820}(p_1)_v^(*) + m_d*gamma_{%\rho_100572,%gam_161823,%gam_161880}*gamma_{%\sigma_105197,%gam_161880,%del_95581}*A_{j_35061,+%\rho_100572}(p_4)^(*)*A_{i_35061,+%\sigma_105197}(p_3)^(*)*d_{l_35059,%del_95581}(p_2)_u*d_{k_35059,%gam_161823}(p_1)_v^(*))/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 4/81*e^4*(s_13*s_23 + (-2)*m_d^2*s_33 + -1/2*s_12*s_33)*(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + 8/81*i*e^2*m_d*(i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + i*e^2*m_d*(s_12 + -s_22)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/648*i*e^2*(i*e^2*(64*m_d^2 + (-16)*s_12)*s_22/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_d^2*s_23)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart OffShell A_\sigma_104840(X)  OffShell A_\nu_136211(X) : Vertex V_1:AntiPart  OffShell d(X_1),  OffShell A(X_3), AntiPart  OffShell d(V_1), Vertex V_0: OffShell d(X_2),  OffShell A(X_4),  OffShell d(V_0), : 1/9*i*e^2*(m_d*gamma_{%\rho_100598,%gam_161966,%del_95662}*gamma_{%\sigma_105230,%gam_161901,%gam_161966}*A_{j_35061,+%\rho_100598}(p_4)^(*)*A_{i_35061,+%\sigma_105230}(p_3)^(*)*d_{l_35059,%del_95662}(p_2)_u*d_{k_35059,%gam_161901}(p_1)_v^(*) + -p_1_%\mu_95007*gamma_{+%\mu_95007,%gam_161967,%gam_161968}*gamma_{%\rho_100598,%gam_161968,%del_95665}*gamma_{%\sigma_105230,%gam_161909,%gam_161967}*A_{j_35061,+%\rho_100598}(p_4)^(*)*A_{i_35061,+%\sigma_105230}(p_3)^(*)*d_{l_35059,%del_95665}(p_2)_u*d_{k_35059,%gam_161909}(p_1)_v^(*) + p_3_%\mu_95007*gamma_{+%\mu_95007,%gam_161969,%gam_161970}*gamma_{%\rho_100598,%gam_161970,%del_95666}*gamma_{%\sigma_105230,%gam_161912,%gam_161969}*A_{j_35061,+%\rho_100598}(p_4)^(*)*A_{i_35061,+%\sigma_105230}(p_3)^(*)*d_{l_35059,%del_95666}(p_2)_u*d_{k_35059,%gam_161912}(p_1)_v^(*))/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_d^2 + (-16)*s_12)*(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_d*(i*e^2*m_d*(s_11 + -s_12)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -16/81*i*e^2*(i*e^2*(m_d^2*s_13 + -1/4*s_11*s_23)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 1/4*i*e^2*(s_13*s_23 + (-2)*m_d^2*s_33 + -1/2*s_12*s_33)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart OffShell A_\sigma_104840(X)  AntiPart A_\rho_100887(X) : Vertex V_1:AntiPart  OffShell d(X_1), A(X_4), AntiPart  OffShell d(V_1), Vertex V_0: OffShell d(X_2),  OffShell A(X_3),  OffShell d(V_0), : 1/9*i*e^2*(m_d*gamma_{%\sigma_105516,%gam_163060,%del_96262}*gamma_{%\sigma_105517,%gam_162995,%gam_163060}*A_{i_35089,+%\sigma_105516}(p_3)^(*)*A_{j_35089,+%\sigma_105517}(p_4)^(*)*d_{k_35087,%gam_162995}(p_1)_v^(*)*d_{l_35087,%del_96262}(p_2)_u + p_2_%\rho_100862*gamma_{+%\rho_100862,%gam_163061,%gam_163062}*gamma_{%\sigma_105516,%gam_163062,%del_96265}*gamma_{%\sigma_105517,%gam_163003,%gam_163061}*A_{i_35089,+%\sigma_105516}(p_3)^(*)*A_{j_35089,+%\sigma_105517}(p_4)^(*)*d_{k_35087,%gam_163003}(p_1)_v^(*)*d_{l_35087,%del_96265}(p_2)_u + -p_3_%\rho_100862*gamma_{+%\rho_100862,%gam_163063,%gam_163064}*gamma_{%\sigma_105516,%gam_163064,%del_96266}*gamma_{%\sigma_105517,%gam_163006,%gam_163063}*A_{i_35089,+%\sigma_105516}(p_3)^(*)*A_{j_35089,+%\sigma_105517}(p_4)^(*)*d_{k_35087,%gam_163006}(p_1)_v^(*)*d_{l_35087,%del_96266}(p_2)_u)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) : 4/81*e^4*(s_13*s_23 + (-2)*m_d^2*s_33 + -1/2*s_12*s_33)*(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)^(-2) + 8/81*i*e^2*m_d*(i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + i*e^2*m_d*(s_12 + -s_22)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 1/648*i*e^2*(i*e^2*(64*m_d^2 + (-16)*s_12)*s_22/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop) + 32*i*e^2*(s_13*s_22 + (-4)*m_d^2*s_23)/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop))/(m_d^2 + -s_22 + 2*s_23 + -s_33 + -reg_prop)
Interaction:  AntiPart OffShell d_gam_132904(X)  OffShell d_del_87068(X)^(*)  to  AntiPart OffShell A_\sigma_104840(X)  AntiPart A_\rho_100887(X) : Vertex V_1:AntiPart  OffShell d(X_1),  OffShell A(X_3), AntiPart  OffShell d(V_1), Vertex V_0: OffShell d(X_2), A(X_4),  OffShell d(V_0), : -1/9*i*e^2*(p_1_%\nu_136457*gamma_{+%\nu_136457,%gam_163150,%gam_163151}*gamma_{%\sigma_105568,%gam_163091,%gam_163150}*gamma_{%\sigma_105569,%gam_163151,%del_96357}*A_{i_35089,+%\sigma_105568}(p_3)^(*)*A_{j_35089,+%\sigma_105569}(p_4)^(*)*d_{k_35087,%gam_163091}(p_1)_v^(*)*d_{l_35087,%del_96357}(p_2)_u + -p_3_%\nu_136457*gamma_{+%\nu_136457,%gam_163152,%gam_163153}*gamma_{%\sigma_105568,%gam_163094,%gam_163152}*gamma_{%\sigma_105569,%gam_163153,%del_96358}*A_{i_35089,+%\sigma_105568}(p_3)^(*)*A_{j_35089,+%\sigma_105569}(p_4)^(*)*d_{k_35087,%gam_163094}(p_1)_v^(*)*d_{l_35087,%del_96358}(p_2)_u + -m_d*gamma_{%\sigma_105568,%gam_163097,%gam_163154}*gamma_{%\sigma_105569,%gam_163154,%del_96359}*A_{i_35089,+%\sigma_105568}(p_3)^(*)*A_{j_35089,+%\sigma_105569}(p_4)^(*)*d_{k_35087,%gam_163097}(p_1)_v^(*)*d_{l_35087,%del_96359}(p_2)_u)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_d^2 + (-16)*s_12)*(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_d*(i*e^2*m_d*(s_11 + -s_12)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_d*(m_d^2 + -1/4*s_12)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_d*(s_13 + -s_23)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -16/81*i*e^2*(i*e^2*(m_d^2*s_13 + -1/4*s_11*s_23)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 1/4*i*e^2*(s_13*s_23 + (-2)*m_d^2*s_33 + -1/2*s_12*s_33)/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_d^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
