Interaction:  b_gam_189(X)^(*)  AntiPart b_del_184(X)  to  e_eps_85(X)  AntiPart e_eta_152(X)^(*) : Vertex V_0:e(X_3), AntiPart e(X_4),  OffShell A(V_0), Vertex V_1:b(X_1), AntiPart b(X_2),  OffShell A(V_1), : -1/6*i*e^2*gamma_{+%\tau_327,%gam_186,%del_182}*gamma_{%\tau_327,%gam_187,%eps_82}*b_{k_71,%eps_82}(p_1)_u*b_{l_71,%gam_187}(p_2)_v^(*)*e_{i_73,%gam_186}(p_3)_u^(*)*e_{j_73,%del_182}(p_4)_v/(m_b^2 + s_12 + 1/2*reg_prop) : 1/36*e^4*(16*m_b^2*m_e^2 + 8*m_e^2*s_12 + 8*s_14*s_23 + 8*s_13*s_24 + 8*m_b^2*s_34)*(m_b^2 + s_12 + 1/2*reg_prop)^(-2)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart A_\sigma_86885(X)  AntiPart A_\rho_86267(X) : Vertex V_0:AntiPart b(X_2), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\nu_86072*gamma_{+%\nu_86072,%gam_90987,%gam_90988}*gamma_{%\tau_120954,%gam_90909,%gam_90987}*gamma_{%\tau_120956,%gam_90988,%gam_90910}*A_{i_32565,+%\tau_120956}(p_3)^(*)*A_{j_32565,+%\tau_120954}(p_4)^(*)*b_{k_32563,%gam_90910}(p_1)_u*b_{l_32563,%gam_90909}(p_2)_v^(*) + -p_3_%\nu_86072*gamma_{+%\nu_86072,%gam_90989,%gam_90990}*gamma_{%\tau_120954,%gam_90913,%gam_90989}*gamma_{%\tau_120956,%gam_90990,%gam_90914}*A_{i_32565,+%\tau_120956}(p_3)^(*)*A_{j_32565,+%\tau_120954}(p_4)^(*)*b_{k_32563,%gam_90914}(p_1)_u*b_{l_32563,%gam_90913}(p_2)_v^(*) + m_b*gamma_{%\tau_120954,%gam_90917,%gam_90991}*gamma_{%\tau_120956,%gam_90991,%gam_90918}*A_{i_32565,+%\tau_120956}(p_3)^(*)*A_{j_32565,+%\tau_120954}(p_4)^(*)*b_{k_32563,%gam_90918}(p_1)_u*b_{l_32563,%gam_90917}(p_2)_v^(*))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -4/81*i*e^2*(i*e^2*s_13*s_23/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + (-2)*i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + 4*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart A_\sigma_86885(X)  AntiPart OffShell A_\sigma_87269(X) : Vertex V_1:AntiPart b(X_2),  OffShell A(X_4), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1), A(X_3),  OffShell b(V_0), : 1/9*i*e^2*(m_b*gamma_{%\tau_121358,%gam_91955,%gam_91870}*gamma_{%\tau_121360,%gam_91869,%gam_91955}*A_{i_32595,+%\tau_121358}(p_3)^(*)*A_{j_32595,+%\tau_121360}(p_4)^(*)*b_{k_32593,%gam_91870}(p_1)_u*b_{l_32593,%gam_91869}(p_2)_v^(*) + p_1_%\sigma_87237*gamma_{+%\sigma_87237,%gam_91956,%gam_91957}*gamma_{%\tau_121358,%gam_91957,%gam_91881}*gamma_{%\tau_121360,%gam_91880,%gam_91956}*A_{i_32595,+%\tau_121358}(p_3)^(*)*A_{j_32595,+%\tau_121360}(p_4)^(*)*b_{k_32593,%gam_91881}(p_1)_u*b_{l_32593,%gam_91880}(p_2)_v^(*) + -p_3_%\sigma_87237*gamma_{+%\sigma_87237,%gam_91958,%gam_91959}*gamma_{%\tau_121358,%gam_91959,%gam_91885}*gamma_{%\tau_121360,%gam_91884,%gam_91958}*A_{i_32595,+%\tau_121358}(p_3)^(*)*A_{j_32595,+%\tau_121360}(p_4)^(*)*b_{k_32593,%gam_91885}(p_1)_u*b_{l_32593,%gam_91884}(p_2)_v^(*))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -4/81*i*e^2*(i*e^2*s_13*s_23/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + (-2)*i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + 4*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart A_\sigma_86885(X)  AntiPart OffShell A_\sigma_87269(X) : Vertex V_1:AntiPart b(X_2), A(X_3), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_0), : -1/9*i*e^2*(p_2_%\tau_121413*gamma_{%\tau_121411,%gam_91995,%gam_91996}*A_{i_32595,+%\tau_121413}(p_3)^(*)*A_{j_32595,+%\tau_121411}(p_4)^(*)*b_{k_32593,%gam_91996}(p_1)_u*b_{l_32593,%gam_91995}(p_2)_v^(*) + -1/2*p_3_%\rho_86365*gamma_{+%\rho_86365,%gam_92036,%gam_92037}*gamma_{%\tau_121411,%gam_92037,%gam_92001}*gamma_{%\tau_121413,%gam_92000,%gam_92036}*A_{i_32595,+%\tau_121413}(p_3)^(*)*A_{j_32595,+%\tau_121411}(p_4)^(*)*b_{k_32593,%gam_92001}(p_1)_u*b_{l_32593,%gam_92000}(p_2)_v^(*))/(s_23 + -1/2*reg_prop) : 1/81*e^4*s_13*s_23*(s_23 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*reg_prop))/(s_23 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart OffShell A_\tau_121931(X)  A_\mu_87164(X) : Vertex V_0:AntiPart b(X_2), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(m_b*gamma_{%\tau_121809,%gam_92960,%gam_93046}*gamma_{%\tau_121811,%gam_93046,%gam_92961}*A_{i_32625,+%\tau_121811}(p_3)^(*)*A_{j_32625,+%\tau_121809}(p_4)^(*)*b_{k_32623,%gam_92961}(p_1)_u*b_{l_32623,%gam_92960}(p_2)_v^(*) + p_1_%\tau_121813*gamma_{%\tau_121809,%gam_92971,%gam_93047}*gamma_{%\tau_121811,%gam_93048,%gam_92972}*gamma_{+%\tau_121813,%gam_93047,%gam_93048}*A_{i_32625,+%\tau_121811}(p_3)^(*)*A_{j_32625,+%\tau_121809}(p_4)^(*)*b_{k_32623,%gam_92972}(p_1)_u*b_{l_32623,%gam_92971}(p_2)_v^(*) + -p_3_%\tau_121813*gamma_{%\tau_121809,%gam_92975,%gam_93049}*gamma_{%\tau_121811,%gam_93050,%gam_92976}*gamma_{+%\tau_121813,%gam_93049,%gam_93050}*A_{i_32625,+%\tau_121811}(p_3)^(*)*A_{j_32625,+%\tau_121809}(p_4)^(*)*b_{k_32623,%gam_92976}(p_1)_u*b_{l_32623,%gam_92975}(p_2)_v^(*))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 8/81*i*e^2*(i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + (-2)*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -1/2*i*e^2*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart OffShell A_\tau_121931(X)  A_\mu_87164(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_121882*gamma_{%\tau_121884,%gam_93083,%gam_93084}*A_{i_32625,+%\tau_121882}(p_3)^(*)*A_{j_32625,+%\tau_121884}(p_4)^(*)*b_{k_32623,%gam_93084}(p_1)_u*b_{l_32623,%gam_93083}(p_2)_v^(*) + -1/2*p_3_%\lambda_88812*gamma_{+%\lambda_88812,%gam_93139,%gam_93140}*gamma_{%\tau_121882,%gam_93088,%gam_93139}*gamma_{%\tau_121884,%gam_93140,%gam_93089}*A_{i_32625,+%\tau_121882}(p_3)^(*)*A_{j_32625,+%\tau_121884}(p_4)^(*)*b_{k_32623,%gam_93089}(p_1)_u*b_{l_32623,%gam_93088}(p_2)_v^(*))/(s_23 + -1/2*s_33 + -1/2*reg_prop) : 1/81*e^4*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)*(s_23 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*s_33 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*s_33 + -1/2*reg_prop))/(s_23 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart OffShell A_\tau_121931(X)  OffShell A_\sigma_87523(X) : Vertex V_1:AntiPart b(X_2),  OffShell A(X_4), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1),  OffShell A(X_3),  OffShell b(V_0), : 1/9*i*e^2*(m_b*gamma_{%\tau_122408,%gam_94139,%gam_94054}*gamma_{%\tau_122410,%gam_94053,%gam_94139}*A_{j_32655,+%\tau_122410}(p_4)^(*)*A_{i_32655,+%\tau_122408}(p_3)^(*)*b_{l_32653,%gam_94053}(p_2)_v^(*)*b_{k_32653,%gam_94054}(p_1)_u + p_1_%\sigma_87500*gamma_{+%\sigma_87500,%gam_94140,%gam_94141}*gamma_{%\tau_122408,%gam_94141,%gam_94065}*gamma_{%\tau_122410,%gam_94064,%gam_94140}*A_{j_32655,+%\tau_122410}(p_4)^(*)*A_{i_32655,+%\tau_122408}(p_3)^(*)*b_{l_32653,%gam_94064}(p_2)_v^(*)*b_{k_32653,%gam_94065}(p_1)_u + -p_3_%\sigma_87500*gamma_{+%\sigma_87500,%gam_94142,%gam_94143}*gamma_{%\tau_122408,%gam_94143,%gam_94069}*gamma_{%\tau_122410,%gam_94068,%gam_94142}*A_{j_32655,+%\tau_122410}(p_4)^(*)*A_{i_32655,+%\tau_122408}(p_3)^(*)*b_{l_32653,%gam_94068}(p_2)_v^(*)*b_{k_32653,%gam_94069}(p_1)_u)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 8/81*i*e^2*(i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + (-2)*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -1/2*i*e^2*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart OffShell A_\tau_121931(X)  OffShell A_\sigma_87523(X) : Vertex V_1:AntiPart b(X_2),  OffShell A(X_3), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_0), : -1/9*i*e^2*(p_2_%\tau_122467*gamma_{%\tau_122465,%gam_94179,%gam_94180}*A_{j_32655,+%\tau_122465}(p_4)^(*)*A_{i_32655,+%\tau_122467}(p_3)^(*)*b_{l_32653,%gam_94179}(p_2)_v^(*)*b_{k_32653,%gam_94180}(p_1)_u + -1/2*p_3_%\rho_86532*gamma_{+%\rho_86532,%gam_94220,%gam_94221}*gamma_{%\tau_122465,%gam_94221,%gam_94185}*gamma_{%\tau_122467,%gam_94184,%gam_94220}*A_{j_32655,+%\tau_122465}(p_4)^(*)*A_{i_32655,+%\tau_122467}(p_3)^(*)*b_{l_32653,%gam_94184}(p_2)_v^(*)*b_{k_32653,%gam_94185}(p_1)_u)/(s_23 + -1/2*s_33 + -1/2*reg_prop) : 1/81*e^4*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)*(s_23 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*s_33 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*s_33 + -1/2*reg_prop))/(s_23 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart OffShell A_\tau_121931(X)  AntiPart A_\lambda_89013(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1), A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_122889*gamma_{%\tau_122891,%gam_95141,%gam_95142}*A_{i_32685,+%\tau_122889}(p_3)^(*)*A_{j_32685,+%\tau_122891}(p_4)^(*)*b_{k_32683,%gam_95142}(p_1)_u*b_{l_32683,%gam_95141}(p_2)_v^(*) + -1/2*p_3_%\lambda_88996*gamma_{+%\lambda_88996,%gam_95197,%gam_95198}*gamma_{%\tau_122889,%gam_95146,%gam_95197}*gamma_{%\tau_122891,%gam_95198,%gam_95147}*A_{i_32685,+%\tau_122889}(p_3)^(*)*A_{j_32685,+%\tau_122891}(p_4)^(*)*b_{k_32683,%gam_95147}(p_1)_u*b_{l_32683,%gam_95146}(p_2)_v^(*))/(s_23 + -1/2*s_33 + -1/2*reg_prop) : 1/81*e^4*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)*(s_23 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*s_33 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*s_33 + -1/2*reg_prop))/(s_23 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart OffShell A_\tau_121931(X)  AntiPart A_\lambda_89013(X) : Vertex V_0:AntiPart b(X_2), A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\sigma_87692*gamma_{+%\sigma_87692,%gam_95310,%gam_95311}*gamma_{%\tau_122943,%gam_95232,%gam_95310}*gamma_{%\tau_122945,%gam_95311,%gam_95233}*A_{i_32685,+%\tau_122945}(p_3)^(*)*A_{j_32685,+%\tau_122943}(p_4)^(*)*b_{k_32683,%gam_95233}(p_1)_u*b_{l_32683,%gam_95232}(p_2)_v^(*) + -p_3_%\sigma_87692*gamma_{+%\sigma_87692,%gam_95312,%gam_95313}*gamma_{%\tau_122943,%gam_95236,%gam_95312}*gamma_{%\tau_122945,%gam_95313,%gam_95237}*A_{i_32685,+%\tau_122945}(p_3)^(*)*A_{j_32685,+%\tau_122943}(p_4)^(*)*b_{k_32683,%gam_95237}(p_1)_u*b_{l_32683,%gam_95236}(p_2)_v^(*) + m_b*gamma_{%\tau_122943,%gam_95240,%gam_95314}*gamma_{%\tau_122945,%gam_95314,%gam_95241}*A_{i_32685,+%\tau_122945}(p_3)^(*)*A_{j_32685,+%\tau_122943}(p_4)^(*)*b_{k_32683,%gam_95241}(p_1)_u*b_{l_32683,%gam_95240}(p_2)_v^(*))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 8/81*i*e^2*(i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + (-2)*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -1/2*i*e^2*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart OffShell A_\tau_121931(X)  AntiPart OffShell A_\tau_123487(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_3), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_4),  OffShell b(V_1), : -1/9*i*e^2*(p_2_%\tau_123373*gamma_{%\tau_123375,%gam_96232,%gam_96233}*A_{j_32715,+%\tau_123375}(p_4)^(*)*A_{i_32715,+%\tau_123373}(p_3)^(*)*b_{l_32713,%gam_96232}(p_2)_v^(*)*b_{k_32713,%gam_96233}(p_1)_u + -1/2*p_3_%\tau_123377*gamma_{%\tau_123373,%gam_96237,%gam_96285}*gamma_{%\tau_123375,%gam_96286,%gam_96238}*gamma_{+%\tau_123377,%gam_96285,%gam_96286}*A_{j_32715,+%\tau_123375}(p_4)^(*)*A_{i_32715,+%\tau_123373}(p_3)^(*)*b_{l_32713,%gam_96237}(p_2)_v^(*)*b_{k_32713,%gam_96238}(p_1)_u)/(s_23 + -1/2*s_33 + -1/2*reg_prop) : 1/81*e^4*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)*(s_23 + -1/2*s_33 + -1/2*reg_prop)^(-2) + 2/81*i*e^2*(i*e^2*m_b^2*(m_b^2 + 1/2*s_12)/(s_23 + -1/2*s_33 + -1/2*reg_prop) + -1/2*i*e^2*m_b^2*(s_13 + 2*s_23)/(s_23 + -1/2*s_33 + -1/2*reg_prop))/(s_23 + -1/2*s_33 + -1/2*reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart b_del_56902(X)  to  AntiPart OffShell A_\tau_121931(X)  AntiPart OffShell A_\tau_123487(X) : Vertex V_0:AntiPart b(X_2),  OffShell A(X_4), AntiPart  OffShell b(V_0), Vertex V_1: OffShell b(X_1),  OffShell A(X_3),  OffShell b(V_1), : 1/9*i*e^2*(p_1_%\lambda_89118*gamma_{+%\lambda_89118,%gam_96398,%gam_96399}*gamma_{%\tau_123437,%gam_96320,%gam_96398}*gamma_{%\tau_123439,%gam_96399,%gam_96321}*A_{j_32715,+%\tau_123437}(p_4)^(*)*A_{i_32715,+%\tau_123439}(p_3)^(*)*b_{l_32713,%gam_96320}(p_2)_v^(*)*b_{k_32713,%gam_96321}(p_1)_u + -p_3_%\lambda_89118*gamma_{+%\lambda_89118,%gam_96400,%gam_96401}*gamma_{%\tau_123437,%gam_96324,%gam_96400}*gamma_{%\tau_123439,%gam_96401,%gam_96325}*A_{j_32715,+%\tau_123437}(p_4)^(*)*A_{i_32715,+%\tau_123439}(p_3)^(*)*b_{l_32713,%gam_96324}(p_2)_v^(*)*b_{k_32713,%gam_96325}(p_1)_u + m_b*gamma_{%\tau_123437,%gam_96328,%gam_96402}*gamma_{%\tau_123439,%gam_96402,%gam_96329}*A_{j_32715,+%\tau_123437}(p_4)^(*)*A_{i_32715,+%\tau_123439}(p_3)^(*)*b_{l_32713,%gam_96328}(p_2)_v^(*)*b_{k_32713,%gam_96329}(p_1)_u)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + 8/81*i*e^2*(i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + (-2)*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop) + -1/2*i*e^2*(s_13*s_23 + (-2)*m_b^2*s_33 + -1/2*s_12*s_33)/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -s_33 + -reg_prop)
Interaction:  OffShell b_gam_80448(X)^(*)  AntiPart OffShell b_del_60257(X)  to  A_\nu_86600(X)  A_\rho_86764(X) : Vertex V_1:AntiPart  OffShell b(X_2), A(X_4), AntiPart  OffShell b(V_1), Vertex V_0: OffShell b(X_1), A(X_3),  OffShell b(V_0), : 1/9*i*e^2*(m_b*gamma_{%\tau_123911,%gam_97375,%gam_97287}*gamma_{%\tau_123912,%gam_97286,%gam_97375}*A_{j_32745,+%\tau_123912}(p_4)^(*)*A_{i_32745,+%\tau_123911}(p_3)^(*)*b_{k_32743,%gam_97287}(p_1)_u*b_{l_32743,%gam_97286}(p_2)_v^(*) + p_1_%\nu_86557*gamma_{+%\nu_86557,%gam_97376,%gam_97377}*gamma_{%\tau_123911,%gam_97377,%gam_97298}*gamma_{%\tau_123912,%gam_97297,%gam_97376}*A_{j_32745,+%\tau_123912}(p_4)^(*)*A_{i_32745,+%\tau_123911}(p_3)^(*)*b_{k_32743,%gam_97298}(p_1)_u*b_{l_32743,%gam_97297}(p_2)_v^(*) + -p_3_%\nu_86557*gamma_{+%\nu_86557,%gam_97378,%gam_97379}*gamma_{%\tau_123911,%gam_97379,%gam_97302}*gamma_{%\tau_123912,%gam_97301,%gam_97378}*A_{j_32745,+%\tau_123912}(p_4)^(*)*A_{i_32745,+%\tau_123911}(p_3)^(*)*b_{k_32743,%gam_97302}(p_1)_u*b_{l_32743,%gam_97301}(p_2)_v^(*))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) : -1/648*e^4*s_11*(64*m_b^2 + (-16)*s_12)*(m_b^2 + -s_11 + 2*s_13 + -reg_prop)^(-2) + -8/81*i*e^2*m_b*(i*e^2*m_b*(s_11 + -s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -i*e^2*m_b*(m_b^2 + -1/4*s_12)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + -4/81*i*e^2*(i*e^2*s_13*s_23/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + (-2)*i*e^2*m_b^2*(s_13 + -s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop) + 4*i*e^2*(m_b^2*s_13 + -1/4*s_11*s_23)/(m_b^2 + -s_11 + 2*s_13 + -reg_prop))/(m_b^2 + -s_11 + 2*s_13 + -reg_prop)
